url,country,page_type,score
https://www.lg.com/au/why-lgoled/10years-world-no1-oled/,Australia,제품 상세 (PDP),73
https://www.lg.com/au/tv-soundbars/55-inch-tvs/,Australia,제품 상세 (PDP),86
https://www.lg.com/au/why-lgoled/2023-oled-lineup/,Australia,제품 상세 (PDP),71
https://www.lg.com/au/why-lgoled/2024-oled-lineup/,Australia,제품 상세 (PDP),71
https://www.lg.com/au/tv-soundbars/65-inch-tvs/,Australia,제품 상세 (PDP),86
https://www.lg.com/au/tv-soundbars/fhd/22lu50fd/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/22ma53d/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/26lu50fd/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/27lx5qkna/,Australia,제품 상세 (PDP),78
https://www.lg.com/au/tv-soundbars/fhd/27ma53d/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32lb5610/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32ld320h/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32ld460/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32ld462b/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32ld560/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32le4500/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32le5510/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32le7500/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32lg50fd/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32lg60fd/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32lh35fd/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32lh50yd/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32lh512d/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32lk450/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32lm6200/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32lm6410/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32ln5400/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32ls4600/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32ls5700/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32lv3730/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/32lw4500/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/37ld320h/,Australia,제품 상세 (PDP),81
https://www.lg.com/au/tv-soundbars/fhd/37ld460/,Australia,제품 상세 (PDP),81
